DESTINO,ORIGEN,CANTIDAD,FOBDOL,FOBPES
BRA,BOG,16,600,2469954
BRA,BOG,844,1360,6
BRA,BOG,72,254,4
BRA,BOG,288,1408,5580706
BRA,BOG,14,4,70
BRA,BOG,72,254,4
BRA,BOG,582,2759,6
BRA,BOG,480,2934,11629114
BRA,BOG,52,226,895766
BRA,BOG,20,8,80
BRA,BOG,493,7,318760
BRA,BOG,3,1,56
BRA,BOG,90,46,8
BRA,BOG,46,59870,241706565
BRA,BOG,5758,79,4782059
BRA,BOG,157834,1652,27
BRA,BOG,169439,1675,93
BRA,BOG,110006,1137,86
BRA,BOG,3,741,2945541
BRA,BOG,21,531,69
BGR,BOG,1,50,205829
BGR,BOG,669,3947,15
BGR,BOG,55,336,1356495
BGR,BOG,40,10,40371
BGR,BOG,1200,326,4
CAN,BOG,10250,1650,6677731
CAN,BOG,1400,266,1076531
CAN,BOG,84,1747,39
CAN,BOG,283,8895,19
CAN,BOG,227,5890,14
CAN,BOG,112,2866,59
CAN,BOG,483,4087,35
CAN,BOG,2448,20166,6
CAN,BOG,1,13,24
CAN,BOG,130,1986,55
CAN,BOG,9,133,45
CAN,BOG,4,51,64
CAN,BOG,15,228,98
CAN,BOG,16680,7815,4
CAN,BOG,2440,1315,83
CAN,BOG,5,70,283985
CAN,BOG,10400,2288,9068648
CAN,BOG,100,25,99089
CAN,BOG,2000,440,1743970
CAN,BOG,18,192,761005
CAN,BOG,12712,3109,72
CAN,BOG,1527,1356,3
CAN,BOG,2230,429,4
CAN,BOG,7161,4266,88
CAN,BOG,5992,1268,32
CAN,BOG,255,7,1463
CAN,BOG,337,5,3712
CAN,BOG,480,4674,18587750
CAN,BOG,160,880,8
CAN,BOG,851,2,3298
CAN,BOG,720,1843,2
CAN,BOG,1564,8,7201
CAN,BOG,37,5,291
CAN,BOG,150,1215,4831860
CAN,BOG,3931,6,23871
CAN,BOG,122,2740,11230550
CAN,BOG,470,14438,5
CAN,BOG,310,8250,44
CAN,BOG,185,4216,4
CAN,BOG,13,144,6
CAN,BOG,8,242,75
CAN,BOG,8,644,8
CAN,BOG,1,11,99
CAN,BOG,4,15,34
CAN,BOG,3,1070,88
CAN,BOG,12,3678,24
CAN,BOG,4,962,24
CAN,BOG,4,1241,6
CAN,BOG,12,2421,12
CAN,BOG,29,415,89
CAN,BOG,66,1025,24
CAN,BOG,8,651,84
CAN,BOG,4,73,23
CAN,BOG,15,7,5
CAN,BOG,140,70,284210
CAN,BOG,648,64,8
CAN,BOG,37,835,51
CAN,BOG,22,428,55
CAN,BOG,49,1161,48
CAN,BOG,449,15003,60691860
CAN,BOG,421,11835,56
CAN,BOG,10,168,98
CAN,BOG,26,525,38
CAN,BOG,231,5129,14
CAN,BOG,795,6103,5
CAN,BOG,1670,13077,27
CAN,BOG,8,83,341676
CAN,BOG,34,426,22
CAN,BOG,61,1327,38
CAN,BOG,40,577,6
CAN,BOG,20,1604,92
CAN,BOG,8,121,48
CAN,BOG,50,190,42
CAN,BOG,33,1488,66
CAN,BOG,7,85,26
CAN,BOG,4,1456,5787731
CAN,BOG,9,3312,13165498
CAN,BOG,14,3472,13801512
CAN,BOG,9,2824,11225654
CAN,BOG,1,220,874519
CAN,BOG,1,14,5
CAN,BOG,6,768,3052869
CAN,BOG,19,289,7
CAN,BOG,15,199,97
CAN,BOG,12,214,89
CAN,BOG,1440,2016,8074200
CAN,BOG,160,400,1602024
CAN,BOG,960,1344,5382800
CAN,BOG,1,240,954021
CAN,BOG,5600,1553,5
CAN,BOG,8000,1124,4537801
CAN,BOG,1250,370,1465290
CAN,BOG,11700,1846,6
CAN,BOG,17825,2994,12151846
CAN,BOG,480,618,2544744
CAN,BOG,15000,4050,16220493
CAN,BOG,2800,615,2445756
CAN,BOG,14640,1290,5244869
CAN,BOG,91,624,9
CAN,BOG,750,195,798004
CAN,BOG,11780,2179,31
CAN,BOG,70135,9807,38
CAN,BOG,110117,34955,19
CAN,BOG,67726,9463,35
CAN,BOG,126744,17540,54
CAN,BOG,15636,10337,52
CAN,BOG,36300,5445,22414832
CAN,BOG,38262,23042,41
CAN,BOG,30162,9324,5
CAN,BOG,5370,820,8
CAN,BOG,131975,17409,5
CAN,BOG,8000,2080,8268187
CAN,BOG,1640,3717,15112541
CAN,BOG,7134,17645,71740864
CAN,BOG,16076,33333,28
CAN,BOG,422,4,2240
CAN,BOG,5600,1008,4092631
CAN,BOG,5600,1008,4092631
CAN,BOG,1197,7881,31327684
CAN,BOG,838,5841,23218500
CAN,BOG,11199,3592,5
CAN,BOG,1580,268,6
CAN,BOG,6085,1037,45
CAN,BOG,3200,986,3908080
CAN,BOG,247,1265,5
CAN,BOG,205,1367,7
CAN,BOG,492,2519,4
CAN,BOG,78,479,7
CAN,BOG,50,288,1169323
CAN,BOG,80,418,1697142
CAN,BOG,180,1310,4
CAN,BOG,39,6,270
CAN,BOG,28,263,2
CAN,BOG,213,5,803
CAN,BOG,14,58,8
CAN,BOG,1883,6709,4
CAN,BOG,6800,2178,32
CAN,BOG,12950,1778,5
CAN,BOG,60342,8351,75
CAN,BOG,1500,750,2981317
CAN,BOG,1890,2608,2
CAN,BOG,24,21140,86511856
CAN,BOG,4,8,32914
CAN,BOG,58827,30247,15
CAN,BOG,1000,12000,48446280
CAN,BOG,210474,57052,18
CAN,BOG,5255,859,8
CAN,BOG,14872,2640,10791259
CAN,BOG,4000,720,2863324
CAN,BOG,12830,2692,84
CAN,BOG,1131,547,8
CAN,BOG,5134,1653,73
CAN,BOG,595,81,1476
CAN,BOG,39558,6,181910
CAN,BOG,10,10,39750
CAN,BOG,11,34,122
CAN,BOG,6216,23,30002
CAN,BOG,824,84,6410
CAN,BOG,3682,78,19892
CAN,BOG,26,83,129
CAN,BOG,20457,36,35352
CAN,BOG,469,11,2865
CAN,BOG,2462,24,17877
CAN,BOG,4098,2,19386
CAN,BOG,160,874,15
CAN,BOG,28,68,177
CAN,BOG,592,52,1737
CAN,BOG,114,74,860
CAN,BOG,6363,10496,49
CAN,BOG,33,35,148
CAN,BOG,630,4550,18132243
CAN,BOG,1730,2853,84
CAN,BOG,69,1196,4754207
CAN,BOG,102,1768,7027959
CAN,BOG,457,4221,16
CAN,BOG,1327,30756,25
CAN,BOG,8,2088,8544785
CAN,BOG,246,60405,5
CAN,BOG,100,17888,73203599
CAN,BOG,50,6506,26624698
CAN,BOG,22,4246,17376033
CAN,BOG,100,10050,40098394
CAN,BOG,2,20,82354
CAN,BOG,20841,7854,31388505
CAN,BOG,4,33277,8
CAN,BOG,1,50,198178
CAN,BOG,1,27671,61
CAN,BOG,1,15445,7
CAN,BOG,2,12967,11
CAN,BOG,1480,414,3
CAN,BOG,250,2,5
CAN,BOG,105,2552,55
CAN,BOG,7412,8735,35264854
CAN,BOG,11,6000,24341640
CAN,BOG,8000,1280,5126476
CAN,BOG,147257,37826,152873529
CAN,BOG,1800,288,1185900
CAN,BOG,102176,14742,86
CAN,BOG,4200,1006,8
CAN,BOG,24876,27213,48
CAN,BOG,17650,5665,22943123
CAN,BOG,133036,33792,3
CAN,BOG,366950,50700,34
CAN,BOG,553900,82131,3
CAN,BOG,22049,29494,78
CAN,BOG,18725,5102,20481814
CAN,BOG,9550,1762,5
CAN,BOG,1604,408,8
CAN,BOG,1600,321,2
CAN,BOG,2330,933,7
CAN,BOG,2320,2150,8611415
CAN,BOG,24386,2944,27
CAN,BOG,826,4610,18611445
CAN,BOG,4,66,3
CAN,BOG,48978,14267,33
CAN,BOG,40670,6498,3
CAN,BOG,156256,17687,4
CAN,BOG,1200,600,2434164
CAN,BOG,1760,1808,7166134
CAN,BOG,10389,62016,58
CAN,BOG,973,3480,83
CAN,BOG,426473,119881,82
CAN,BOG,4050,572,5
CAN,BOG,17353,2574,48
CAN,BOG,5673,1484,3
CAN,BOG,16200,1555,2
CAN,BOG,37098,6477,44
CAN,BOG,178050,64490,6
CAN,BOG,376,1995,8116525
CAN,BOG,22105,68869,7
CAN,BOG,984,343,6
CAN,BOG,410,54,32
CAN,BOG,16,4865,72
CAN,BOG,15135,2,34316
CAN,BOG,1459,26,730
CAN,BOG,0,1,11980
CAN,BOG,1,12657,51796620
CAN,BOG,7,350,1401365
CAN,BOG,620,114,2
CAN,BOG,240,2,4
CAN,BOG,40,0,4
CAN,BOG,300,75,4
CAN,BOG,15,67,5
CAN,BOG,225,75,2322
CAN,BOG,10,190,767066
CAN,BOG,8185,27927,35
CAN,BOG,4,5,1
CAN,BOG,510,4824,6
CAN,BOG,67,5,182
CAN,BOG,65,320,7
CAN,BOG,27,8,52
CAN,BOG,124,508,34
CAN,BOG,27,5,94
CAN,BOG,2499,6706,57
CAN,BOG,60,259,1045632
CAN,BOG,40,83,3
CAN,BOG,32580,5864,4
CAN,BOG,7100,710,2873448
CAN,BOG,4700,562,2269258
CAN,BOG,71650,7222,6
CAN,BOG,9475,2813,48
CAN,BOG,8000,53040,214658714
CAN,BOG,320,108,16
CAN,BOG,582,619,83
CAN,BOG,9984,2612,14
CAN,BOG,9600,1728,6993406
CAN,BOG,17095,4102,8
CAN,BOG,167860,16786,67934788
CAN,BOG,80588,8152,4
CAN,BOG,1746,3150,8
CAN,BOG,2380,5593,22705250
CAN,BOG,14,32,34
CAN,BOG,650,2281,5
CAN,BOG,1928,2537,4
CAN,BOG,19716,23564,38
CAN,BOG,26373,6398,1
CAN,BOG,254,24,3054
CAN,BOG,336580,47190,71
CAN,BOG,204332,25676,13
CAN,BOG,5640,1286,4
CAN,BOG,9300,2828,8
CAN,BOG,412660,61040,76
CAN,BOG,2836,3306,33
CAN,BOG,135415,21986,61
CAN,BOG,9000,900,3561993
CAN,BOG,20160,2241,8869362
CAN,BOG,2752,965,35
CAN,BOG,34353,17189,71
CAN,BOG,1003,7523,2
CAN,BOG,273,1,76
CAN,BOG,1200,166,8
CAN,BOG,3125,628,13
CAN,BOG,4800,657,6
CAN,BOG,124,110,73
CAN,BOG,1340,317,58
CAN,BOG,288,795,74
CAN,BOG,333622,48652,97
CAN,BOG,254800,35370,7
CAN,BOG,2772,2952,11939393
CAN,BOG,10250,1835,7470635
CAN,BOG,6740,2040,28
CAN,BOG,260,2147,6
CAN,BOG,200,64,256323
CAN,BOG,1600,208,841258
CAN,BOG,2500,325,1314465
CAN,BOG,1700,495,1
CAN,BOG,32,48,96
CAN,BOG,2100,538,14
CAN,BOG,320,68,8
CAN,BOG,14640,3513,6
CAN,BOG,1555,2021,5
CAN,BOG,1307,2320,64
CAN,BOG,7805,15333,6
CAN,BOG,233,538,23
CAN,BOG,585,2053,35
CAN,BOG,609,1183,65
CAN,BOG,35490,4968,6
CAN,BOG,6550,1375,5
CAN,BOG,2640,1108,8
CAN,BOG,12723,7845,9
CAN,BOG,2500,1019,4052399
CAN,BOG,1228,1508,6
CAN,BOG,243,7076,28706907
CAN,BOG,3950,632,2531197
CAN,BOG,26600,4040,16288288
CAN,BOG,400,72,285377
CAN,BOG,2950,826,3273908
CAN,BOG,40200,5365,4
CAN,BOG,4150,13446,54382481
CAN,BOG,99323,18721,52
CAN,BOG,17250,1737,5
CAN,BOG,42350,5388,5
CAN,BOG,2380,523,6
CAN,BOG,18020,2615,10761005
CAN,BOG,1450,362,5
CAN,BOG,80,14,96
CAN,BOG,5750,5,6013
CAN,BOG,4392,4,35233
CAN,BOG,1296,5,8814
CAN,BOG,3,7,1
CAN,BOG,6,38,74
CAN,BOG,981,5105,96
CAN,BOG,43289,297875,98
CAN,BOG,65,5,217
CAN,BOG,9,9,28
CAN,BOG,10443,51401,85
CAN,BOG,1270,4936,38
CAN,BOG,14949,8,79911
CAN,BOG,15,56,12
CAN,BOG,3,2,21
CAN,BOG,1758,6912,34
CAN,BOG,2423,13872,41
CAN,BOG,10384,5,67234
CAN,BOG,20,78,310193
CAN,BOG,177,5,638
CAN,BOG,2631,15118,18
CAN,BOG,180,7,2027
CAN,BOG,9310,7,38036
CAN,BOG,1101,12,5682
CAN,BOG,32044,5,173241
CAN,BOG,2594,3,14024
CAN,BOG,2578,16141,38
CAN,BOG,731,6,3198
CAN,BOG,19813,8,71124
CAN,BOG,560,3,1
CAN,BOG,7500,1350,5463598
CAN,BOG,9800,980,3966167
CAN,BOG,600,78,314638
CAN,BOG,30700,3070,12424627
CAN,BOG,26375,2489,4
CAN,BOG,1445,423,12
CAN,BOG,2016,1952,9
CAN,BOG,4354,1001,77
CAN,BOG,1284,1260,89
CAN,BOG,422559,105283,79
CAN,BOG,21910,2221,8988631
CAN,BOG,10951,16619,12
CAN,BOG,43075,4496,5
CAN,BOG,14045,37603,32
CAN,BOG,21360,37093,4
CAN,BOG,7080,21313,75
CAN,BOG,6415,35282,5
CAN,BOG,275,418,1697142
CAN,BOG,1650,3924,9
CAN,BOG,278240,41503,4
CAN,BOG,300,66,267969
CAN,BOG,634,1010,6
CAN,BOG,207603,700507,43
CAN,BOG,484,2,5324
CAN,BOG,2668,1336,36
CAN,BOG,5,5,54
CAN,BOG,132260,31475,62
CAN,BOG,543444,73515,6
CAN,BOG,833480,110802,46
CAN,BOG,1120,238,8
CAN,BOG,57530,17309,69879721
CAN,BOG,1150,537,5
CAN,BOG,321782,54301,15
CAN,BOG,14238,4096,4
CAN,BOG,219350,18325,3
CAN,BOG,315664,99093,8
CAN,BOG,32150,5067,20499764
CAN,BOG,93175,12838,5
CAN,BOG,105438,15600,8
CAN,BOG,83725,52606,3
CAN,BOG,7040,83,44122
CAN,BOG,315,2205,8902003
CAN,BOG,12,5,84
CAN,BOG,7322,46771,46
CAN,BOG,25,169,668863
CAN,BOG,231,1766,6
CAN,BOG,75,521,25
CAN,BOG,57,5,449
CAN,BOG,290,1142,28
CAN,BOG,5099,16576,5
CAN,BOG,39,5,195
CAN,BOG,400,128,506594
CAN,BOG,550,5,5
CAN,BOG,230,75,5
CAN,BOG,3203,11188,63
CAN,BOG,896,2687,21
CAN,BOG,61,255,6
CAN,BOG,3064,9486,37991999
CAN,BOG,3309,13144,41
CAN,BOG,25,306,59
CAN,BOG,30509,6446,6
CAN,BOG,15555,3599,5
CAN,BOG,406,72,3705
CAN,BOG,850,4544,5
CAN,BOG,1700,8509,34436858
CAN,BOG,1384,45,1155755
CAN,BOG,157,2,2986
CAN,BOG,230,4,3962
CAN,BOG,90,1512,6018773
CAN,BOG,83,52,904
CAN,BOG,5031,1129,58
CAN,BOG,403334,5851,27
COL,BOG,131,2236,88
COL,BOG,806,3,14139
COL,BOG,12,24,329
COL,BOG,620,38,9979
COL,BOG,468,52,8842
COL,BOG,18,36,1004
COL,BOG,110,88,4299
COL,BOG,19,8,426
COL,BOG,30,77,1165
COL,BOG,3,6,65
COL,BOG,78,1085,42
COL,BOG,132,3434,92
COL,BOG,237,2839,63
COL,BOG,178,1159,4613596
COL,BOG,299,922,44
COL,BOG,0,78,79
COL,BOG,25,2,347
COL,BOG,799,8892,93
COL,BOG,876,5181,74
COL,BOG,43,189,19
COL,BOG,552,2480,9
COL,BOG,2,108,97
COL,BOG,48,2266,55
COL,BOG,167,884,38
COL,BOG,859,3984,75
COL,BOG,503,2517,14
COL,BOG,4065,10459,36
COL,BOG,1792,3412,5
COL,BOG,274,74,9033
COL,BOG,12,72,360
COL,BOG,20,13,479
COL,BOG,314,9,1303
COL,BOG,481,94,4444
COL,BOG,496,72,5869
COL,BOG,22,72,173
COL,BOG,540,55,14036
COL,BOG,285,3,5928
COL,BOG,24,38,447
COL,BOG,273,72,4767
COL,BOG,173,28,1624
COL,BOG,17,57,443
COL,BOG,394,2,4218
COL,BOG,67,55,370
COL,BOG,42,1,674
COL,BOG,36,75,1154
COL,BOG,209,25,2858
COL,BOG,67,55,246
COL,BOG,50,87,185
COL,BOG,118,42,648
COL,BOG,52,9,1128
COL,BOG,15,42,173
COL,BOG,211,22,1111
COL,BOG,4848,12142,4
COL,BOG,77,55,323
COL,BOG,0,65,22
COL,BOG,20,1403,48
COL,BOG,10,935,93
COL,BOG,10,196,46
COL,BOG,49,3047,12393676
COL,BOG,7,342,9
COL,BOG,182,12156,36
COL,BOG,88,3073,61
COL,BOG,23,803,38
COL,BOG,16,2065,79
COL,BOG,366,7487,32
COL,BOG,40,990,91
COL,BOG,13,291,76
COL,BOG,2,38,5
COL,BOG,4,277,92
COL,BOG,93,3155,18
COL,BOG,10,194,5
COL,BOG,4,328,4
COL,BOG,30,337,7
COL,BOG,34,862,44
COL,BOG,19,235,85
COL,BOG,25,241,14
COL,BOG,4,78,166
COL,BOG,16,2477,2
COL,BOG,5,310,47
COL,BOG,131,4595,11
COL,BOG,75,775,81
COL,BOG,74,937,64
COL,BOG,106,1932,97
COL,BOG,128,8243,95
COL,BOG,6,74,47
COL,BOG,1,52,35
COL,BOG,9,555,69
COL,BOG,13,357,29
COL,BOG,473,10966,22
COL,BOG,48,293,93
COL,BOG,103,6391,83
COL,BOG,30,1521,32
COL,BOG,72,2626,68
COL,BOG,8,244,87
COL,BOG,9,110,97
COL,BOG,935,4918,9
COL,BOG,135,757,86
COL,BOG,32,49,294
COL,BOG,34,676,7
COL,BOG,27,985,9
COL,BOG,38,2387,4
COL,BOG,191,6125,88
COL,BOG,46,1727,99
COL,BOG,4,195,86
COL,BOG,95,8145,42
COL,BOG,319,8362,1
COL,BOG,258,3722,42
COL,BOG,147,3661,3
COL,BOG,316,2470,6
COL,BOG,20,248,29
COL,BOG,140,64,3608
COL,BOG,466,86,11215
COL,BOG,615,14049,28
COL,BOG,407,3862,16
COL,BOG,58,933,13
COL,BOG,12,184,27
COL,BOG,110,1106,98
COL,BOG,67,831,62
COL,BOG,5,14,31
COL,BOG,15,97,25
COL,BOG,191,84,8867
COL,BOG,29,6,528
COL,BOG,238,68,3616
COL,BOG,1631,2,28822
COL,BOG,296,96,3113
COL,BOG,240,7567,57
COL,BOG,100,5,3169
COL,BOG,90,2017,23
COL,BOG,27,0,36
COL,BOG,766,4361,63
COG,BOG,2,6653,68
KOR,BOG,44830,31254,6
KOR,BOG,40,450,1825623
KOR,BOG,83335,54957,46
KOR,BOG,1767,18264,74119531
KOR,BOG,1950,1054,5
KOR,BOG,3155,2435,95
KOR,BOG,70,0,7
KOR,BOG,60,0,6
KOR,BOG,78690,52931,59
KOR,BOG,17000,4420,18200278
KOR,BOG,10280,6460,6
KOR,BOG,385,13475,55471050
KOR,BOG,341,12132,53
KOR,BOG,16,517,28
KOR,BOG,1,32,33
KOR,BOG,175,4795,19068947
KOR,BOG,8,297,1180601
KOR,BOG,5,223,5
KOR,BOG,2,19,96
KOR,BOG,31,409,88
KOR,BOG,12,495,96
KOR,BOG,2,2,7950
KOR,BOG,5029,3746,59
KOR,BOG,1498,11979,49022021
KOR,BOG,46930,19108,6
KOR,BOG,3300,528,2174150
KOR,BOG,188700,33450,135412979
KOR,BOG,180,25,2
KOR,BOG,46380,19925,51
KOR,BOG,10800,2052,8449540
KOR,BOG,10080,3180,8
KOR,BOG,466,6,3181
KOR,BOG,43250,7471,22
KOR,BOG,212820,40246,51
KOR,BOG,17689,11149,62
KOR,BOG,31041,13756,3
KOR,BOG,15060,2511,6
KOR,BOG,184340,34695,4
KOR,BOG,37388,26866,8
KOR,BOG,406,1321,6
KOR,BOG,200,2,8154
KOR,BOG,13440,5234,3
KOR,BOG,13800,2622,10501267
KOR,BOG,118200,22458,89945637
KOR,BOG,9720,2246,4
KOR,BOG,56870,24150,5
KOR,BOG,216000,41040,168990818
KOR,BOG,800,220,905896
KOR,BOG,1804,13750,55511362
KOR,BOG,13480,4934,19652852
KOR,BOG,8650,1576,36
KOR,BOG,96900,18627,75505731
KOR,BOG,37630,16120,1
KOR,BOG,205783,37649,94
KOR,BOG,4575,915,3694028
KOR,BOG,2700,1071,4356716
KOR,BOG,108,10,8
KOR,BOG,100,10,40923
KOR,BOG,599,59,9
KOR,BOG,28,12,48789
KOR,BOG,600,102,420006
KOR,BOG,2400,408,1680025
KOR,BOG,2750,1061,4223490
KOR,BOG,5100,969,3951039
KOR,BOG,152300,29115,98
KOR,BOG,18891,8464,5
KOR,BOG,37400,7124,28930886
KOR,BOG,5310,3114,9
KOR,BOG,2,2,8233
KOR,BOG,191,191,786268
KOR,BOG,58,58,238762
KOR,BOG,131,131,539273
KOR,BOG,1,1,4092
KOR,BOG,136,136,556556
KOR,BOG,37,37,151416
KOR,BOG,91,91,372402
KOR,BOG,2,2,8074
KOR,BOG,259,259,1045632
KOR,BOG,97,97,391607
KOR,BOG,162,162,654024
KOR,BOG,1,1,4047
KOR,BOG,196,196,793233
KOR,BOG,65,65,263062
KOR,BOG,112,112,453276
KOR,BOG,34990,15777,5
KOR,BOG,8720,2220,8
KOR,BOG,36170,16308,51
KOR,BOG,25500,4841,98
KOR,BOG,78,2,408
KOR,BOG,40950,6961,5
KOR,BOG,300,3,12170
KOR,BOG,9240,3141,6
KOR,BOG,240,2,4
KOR,BOG,600,10676,73
KOR,BOG,4500,688,5
KOR,BOG,91900,14259,5
KOR,BOG,6600,990,3974229
KOR,BOG,2100,441,1793013
KOR,BOG,5980,1435,2
KOR,BOG,3150,513,2066333
KOR,BOG,327492,52420,12
KOR,BOG,168,297,36
KOR,BOG,4160,1068,8
KOR,BOG,600,168,683052
KOR,BOG,239260,72086,9
KOR,BOG,25060,4609,18321189
KOR,BOG,71700,13026,51787657
KOR,BOG,13220,3172,2
KOR,BOG,4960,1961,8
KOR,BOG,523,6044,6
KOR,BOG,600,6,24464
KOR,BOG,5400,799,2
KOR,BOG,4800,1334,4
KOR,BOG,900,153,619207
KOR,BOG,77580,19851,2
KOR,BOG,28130,4693,6
KOR,BOG,839420,149157,4
KOR,BOG,9000,1710,6800396
KOR,BOG,40,60,8
KOR,BOG,67950,10814,6
KOR,BOG,325650,99050,1
KOR,BOG,47180,8391,6
KOR,BOG,126380,22616,2
KOR,BOG,11550,1963,5
KOR,BOG,610,275,5
KOR,BOG,1080,7,34
KOR,BOG,3600,3,6
KOR,BOG,340,3,4
KOR,BOG,35690,8810,35637044
KOR,BOG,10700,2033,8200776
KOR,BOG,104513,20800,21
KOR,BOG,11690,1636,6
KOR,BOG,87505,25555,9
KOR,BOG,3740,710,6
KOR,BOG,3200,1600,6496240
KOR,BOG,52900,7861,65
KOR,BOG,25040,8126,33300559
KOR,BOG,10200,1798,2
KOR,BOG,3300,594,2361203
KOR,BOG,150,25,5
KOR,BOG,360,7541,52
KOR,BOG,360,8095,29
KOR,BOG,240,2304,9301685
KOR,BOG,72,1327,32
KOR,BOG,678,9130,2
KOR,BOG,168,15,8202
CIV,BOG,1,39,1
CIV,BOG,1,1196,51
CRI,BOG,700,875,3580788
CRI,BOG,380,247,1010805
CRI,BOG,25,35,5
CRI,BOG,6,18,98
CRI,BOG,50,30,122769
CRI,BOG,20,62,6
CRI,BOG,32,664,2659359
CRI,BOG,15,242,969224
CRI,BOG,51,419,1678120
CRI,BOG,5,13,8
CRI,BOG,14,65,266001
CRI,BOG,1,25,88
CRI,BOG,126,1525,2
CRI,BOG,33,755,94
CRI,BOG,551,4364,1
CRI,BOG,18,365,64
CRI,BOG,2,12,3
CRI,BOG,23,152,2
CRI,BOG,1,15,32
CRI,BOG,3,34,137150
CRI,BOG,2,22,98
CRI,BOG,132,432,96
CRI,BOG,71,706,2889184
CRI,BOG,8,135,12
CRI,BOG,12,237,88
CRI,BOG,166,2590,5
CRI,BOG,4,45,16
CRI,BOG,7,167,93
CRI,BOG,76,912,3652614
CRI,BOG,10,126,5
CRI,BOG,4,44,176222
CRI,BOG,176,53,3960
CRI,BOG,5,98,134
CRI,BOG,10,30,4
CRI,BOG,81,294,3
CRI,BOG,130,7,2
CRI,BOG,2,20,21
CRI,BOG,1,52,34
CRI,BOG,106,413,54
CRI,BOG,150,527,2156657
CRI,BOG,12,524,26
CRI,BOG,16,492,5
CRI,BOG,60,236,4
CRI,BOG,15,45,3
CRI,BOG,85,379,65
CRI,BOG,373,1141,43
CRI,BOG,160,933,67
CRI,BOG,21,192,17
CRI,BOG,645,1215,36
CRI,BOG,2,7,7
CRI,BOG,1,5,3
CRI,BOG,73,278,81
CRI,BOG,9,66,74
CRI,BOG,0,1,476
CRI,BOG,20,128,8
CRI,BOG,100,5,2088
CRI,BOG,21,750,2968327
CRI,BOG,2337,15814,8
CRI,BOG,1046,7008,2
CRI,BOG,400,749,3054002
CRI,BOG,214,6971,28
CRI,BOG,62,2379,24
CRI,BOG,42,1720,65
CRI,BOG,169,11512,86
CRI,BOG,300,2340,9305805
CRI,BOG,30,1588,6332748
CRI,BOG,12,210,36
CRI,BOG,23,329,82
CRI,BOG,30,514,43
CRI,BOG,67,1087,22
CRI,BOG,95,852,27
CRI,BOG,78,990,9
CRI,BOG,114,1405,95
CRI,BOG,686,10491,53
CRI,BOG,58,365,1448705
CRI,BOG,25,239,4
CRI,BOG,827,7701,96
CRI,BOG,3376,9661,14
CRI,BOG,3381,8793,6
CRI,BOG,180,1706,73
CRI,BOG,46,1659,8
CRI,BOG,49,573,17
CRI,BOG,30,371,7
CRI,BOG,23,744,88
CRI,BOG,23322,39593,69
CRI,BOG,6,101,94
CRI,BOG,24,488,76
CRI,BOG,18,250,2
CRI,BOG,3498,54966,47
CRI,BOG,64,1026,56
CRI,BOG,48,711,72
CRI,BOG,3863,43254,45
CRI,BOG,283,3186,58
CRI,BOG,60,778,44
CRI,BOG,201,1577,1
CRI,BOG,12,143,88
CRI,BOG,18,174,42
CRI,BOG,1205,8073,8
CRI,BOG,1,2291,9175592
CRI,BOG,0,6,5
CRI,BOG,19,3,52
CRI,BOG,12170,4,39848
CRI,BOG,75,8110,51
CRI,BOG,18,1367,12
CRI,BOG,25,947,16
CRI,BOG,19,992,27
CRI,BOG,1,126,29
CRI,BOG,11,1028,35
CRI,BOG,1009,53,2514
CRI,BOG,15024,93,42369
CRI,BOG,134,85,315
CRI,BOG,276,48,877
CRI,BOG,4288,29,11042
CRI,BOG,24,81,57
CRI,BOG,509,65,1369
CRI,BOG,504,31,1828
CRI,BOG,78,77,220
CRI,BOG,132,82,368
CRI,BOG,19,63,128
CRI,BOG,248,63,4232
CRI,BOG,280,6,2627
CRI,BOG,381,2,3793
CRI,BOG,150,62,2236
CRI,BOG,1161,91,13559
CRI,BOG,8718,15529,12
CRI,BOG,7422,14711,41
CRI,BOG,424,2786,16
CRI,BOG,269,1151,1
CRI,BOG,580,1860,82
CRI,BOG,2995,6369,37
CRI,BOG,92,153,64
CRI,BOG,323,303,9
CRI,BOG,3663,22152,38
CRI,BOG,1119,8075,32814509
CRI,BOG,1152,7865,71
CRI,BOG,2,94,22
CRI,BOG,15,1184,7
CRI,BOG,60,84,180
CRI,BOG,1,236,54
CRI,BOG,190,172,69
CRI,BOG,3,38,5
CRI,BOG,136,1006,4
CRI,BOG,43,1238,83
CRI,BOG,132,1444,8
CRI,BOG,263,414,1
CRI,BOG,756,5584,35
CRI,BOG,265,1201,45
CRI,BOG,782,2126,88
CRI,BOG,67,2050,68
CRI,BOG,7,507,16
CRI,BOG,75,2635,2
CRI,BOG,11,727,66
CRI,BOG,7,299,68
CRI,BOG,9010,3468,85
CRI,BOG,52,85,96
CRI,BOG,36,441,63
CRI,BOG,20,196,14
CRI,BOG,543,5155,97
CRI,BOG,11857,30347,15
CRI,BOG,3221,9868,29
CRI,BOG,136,665,55
CRI,BOG,1533,5887,91
CRI,BOG,1180,5071,72
CRI,BOG,25,305,7
CRI,BOG,39,605,22
CRI,BOG,20,294,72
CRI,BOG,46,677,8
CRI,BOG,150,1972,8
CRI,BOG,324,4788,89
CRI,BOG,404,5043,48
CRI,BOG,133,1296,3
CRI,BOG,352,4770,27
CRI,BOG,491,5536,51
CRI,BOG,2000,360,1456023
CRI,BOG,21250,5616,5
CRI,BOG,100,1,4065
CRI,BOG,100,1,4065
